,source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
585,How many Grammys did Nirvana win in 1996?,ニルヴァーナが1996年に受賞したグラミー賞の数は？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['O', 'O']","['How', 'many', 'Grammys', 'did', 'Nirvana', 'win', 'in', '1996', '?']","['ニルヴァーナが1996年に受賞したグラミー賞の数は', '？']"
4248,In what year did the U.S. not participate in the Summer Olympics?,アメリカが夏季オリンピックに参加しなかったのは何年？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-GPE', 'O']","['In', 'what', 'year', 'did', 'the', 'U.S.', 'not', 'participate', 'in', 'the', 'Summer', 'Olympics', '?']","['アメリカが夏季オリンピックに参加しなかったのは何年', '？']"
2291,What is the largest Asian city by population?,人口でアジアで最も大きな街は何?,en,ja,"['O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'largest', 'Asian', 'city', 'by', 'population', '?']","['人口でアジアで最も大きな街は何', '?']"
2509,How many Republican mayors has New York City had since 1974?,1974年以降、ニューヨーク市には何人の共和党の市長がいましたか?,en,ja,"['O', 'O', 'B-NORP', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'B-DATE', 'O']","['B-DATE', 'I-DATE', 'O', 'O', 'O']","['How', 'many', 'Republican', 'mayors', 'has', 'New', 'York', 'City', 'had', 'since', '1974', '?']","['1974', '年以降', '、', 'ニューヨーク市には何人の共和党の市長がいましたか', '?']"
2118,What is the official language of the most populous country in the world?,世界で最も人口が多い国の公用語は何ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'official', 'language', 'of', 'the', 'most', 'populous', 'country', 'in', 'the', 'world', '?']","['世界で最も人口が多い国の公用語は何ですか', '？']"
4048,Natalie Portman won her first Oscar in what year?,ナタリー・ポートマンが初めてオスカーを受賞したのは何年ですか？,en,ja,"['B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O']","['B-PERSON', 'O', 'O', 'O']","['Natalie', 'Portman', 'won', 'her', 'first', 'Oscar', 'in', 'what', 'year', '?']","['ナタリー', '・', 'ポートマンが初めてオスカーを受賞したのは何年ですか', '？']"
5958,Who is the governor of New York?,ニューヨーク州の知事は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'is', 'the', 'governor', 'of', 'New', 'York', '?']","['ニューヨーク州の知事は誰', '？']"
5228,Which actress won an Academy Award for Best Supporting Actress for her performance in the 2020 movie Marriage Story?,2020年、映画『Marriage Story』でアカデミー助演女優賞を受賞した女優は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-DATE', 'I-DATE', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Which', 'actress', 'won', 'an', 'Academy', 'Award', 'for', 'Best', 'Supporting', 'Actress', 'for', 'her', 'performance', 'in', 'the', '2020', 'movie', 'Marriage', 'Story', '?']","['2020', '年', '、', '映画', '『', 'Marriage', 'Story', '』', 'でアカデミー助演女優賞を受賞した女優は誰ですか', '？']"
6665,Are the Atlas Mountains in Greece?,アトラス山脈はギリシャにある？,en,ja,"['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-GPE', 'O']","['B-LOC', 'O']","['Are', 'the', 'Atlas', 'Mountains', 'in', 'Greece', '?']","['アトラス山脈はギリシャにある', '？']"
6230,When did J. R. R. Tolkien write The Lord of the Rings?,J・R・R・トールキンはいつ『ロード・オブ・ザ・リング』シリーズを創作したのですか？,en,ja,"['O', 'O', 'B-PERSON', 'B-PERSON', 'B-PERSON', 'I-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-PERSON', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['When', 'did', 'J.', 'R.', 'R.', 'Tolkien', 'write', 'The', 'Lord', 'of', 'the', 'Rings', '?']","['J', '・', 'R', '・', 'R', '・', 'トールキンはいつ', '『', 'ロード', '・', 'オブ', '・', 'ザ', '・', 'リング', '』', 'シリーズを創作したのですか', '？']"
733,When did Beyoncé win her first Grammy?,ビヨンセが初めてグラミー賞を受賞したのはいつ？,en,ja,"['O', 'O', 'B-PERSON', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'O']","['O', 'O']","['When', 'did', 'Beyoncé', 'win', 'her', 'first', 'Grammy', '?']","['ビヨンセが初めてグラミー賞を受賞したのはいつ', '？']"
4828,How many senators does the last state to join the United States have?,最後にアメリカ合衆国に加盟した州には何人の上院議員がいますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O']","['O', 'O']","['How', 'many', 'senators', 'does', 'the', 'last', 'state', 'to', 'join', 'the', 'United', 'States', 'have', '?']","['最後にアメリカ合衆国に加盟した州には何人の上院議員がいますか', '？']"
3128,"Which European sovereign state is older, San Marino or the Kingdom of England?","""ヨーロッパの王国で、サンマリノとイングランドはどちらが古いですか?""",en,ja,"['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'B-LOC', 'O', 'O', 'O', 'O']","['Which', 'European', 'sovereign', 'state', 'is', 'older', ',', 'San', 'Marino', 'or', 'the', 'Kingdom', 'of', 'England', '?']","['""', 'ヨーロッパの王国で', '、', 'サンマリノとイングランドはどちらが古いですか', '?', '""']"
5634,Who wrote the Lord of the Flies?,『蠅の王』は誰の作品ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Who', 'wrote', 'the', 'Lord', 'of', 'the', 'Flies', '?']","['『', '蠅の王', '』', 'は誰の作品ですか', '？']"
4520,"Which Canadian territory is bigger, British Colombia or Ontario?","""カナダのブリティッシュコロンビア州とオンタリオ州ではどちらの方が大きいですか？""",en,ja,"['O', 'B-NORP', 'O', 'O', 'O', 'O', 'B-NORP', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O']","['Which', 'Canadian', 'territory', 'is', 'bigger', ',', 'British', 'Colombia', 'or', 'Ontario', '?']","['""', 'カナダのブリティッシュコロンビア州とオンタリオ州ではどちらの方が大きいですか', '？', '""']"
2836,Did Donald Trump serve two terms as president?,ドナルド・トランプは大統領として２期務めた？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Did', 'Donald', 'Trump', 'serve', 'two', 'terms', 'as', 'president', '?']","['ドナルド', '・', 'トランプは大統領として２期務めた', '？']"
2927,Which The Legend of Zelda game does not have a traditional dungeon structure?,ゼルダの伝説で伝統的なダンジョン構造がないのはなんのゲームですか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'The', 'Legend', 'of', 'Zelda', 'game', 'does', 'not', 'have', 'a', 'traditional', 'dungeon', 'structure', '?']","['ゼルダの伝説で伝統的なダンジョン構造がないのはなんのゲームですか', '？']"
752,What is the shortest song ever recorded?,過去に記録された楽曲の中で、最も短いのは何か？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['What', 'is', 'the', 'shortest', 'song', 'ever', 'recorded', '?']","['過去に記録された楽曲の中で', '、', '最も短いのは何か', '？']"
3039,Did Bethesda Game Studios develop Fallout: New Vegas?,「Fallout:New Vegas」は ベセスダ・ゲーム・スタジオが開発したのですか？,en,ja,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['Did', 'Bethesda', 'Game', 'Studios', 'develop', 'Fallout:', 'New', 'Vegas', '?']","['「', 'Fallout:New', 'Vegas', '」', 'は', 'ベセスダ', '・', 'ゲーム', '・', 'スタジオが開発したのですか', '？']"
1992,What is the longest river system in North America not found in the United States?,北アメリカで最長の河系でアメリカに位置していない河はどれですか?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O']","['What', 'is', 'the', 'longest', 'river', 'system', 'in', 'North', 'America', 'not', 'found', 'in', 'the', 'United', 'States', '?']","['北アメリカで最長の河系でアメリカに位置していない河はどれですか', '?']"
3520,Who was a relative of Napoleon Bonaparte and a failed military commander against the Prussians?,ナポレオン・ボナパルトの親戚で、プロシア軍に対して失敗した軍司令官は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-NORP', 'O']","['Who', 'was', 'a', 'relative', 'of', 'Napoleon', 'Bonaparte', 'and', 'a', 'failed', 'military', 'commander', 'against', 'the', 'Prussians', '?']","['ナポレオン', '・', 'ボナパルトの親戚で', '、', 'プロシア軍に対して失敗した軍司令官は', '?']"
2094,What is the Brazilian island that has no human population and is administered by Itanhaem?,イタニャエンが管理する居住者のいないブラジルの島は何と呼ばれますか?,en,ja,"['O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","['O', 'O']","['What', 'is', 'the', 'Brazilian', 'island', 'that', 'has', 'no', 'human', 'population', 'and', 'is', 'administered', 'by', 'Itanhaem', '?']","['イタニャエンが管理する居住者のいないブラジルの島は何と呼ばれますか', '?']"
4570,Which countries in Western Europe do not belong to the European Union?,EUに加盟していない西ヨーロッパの国はどの国ですか？,en,ja,"['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['B-ORG', 'O']","['Which', 'countries', 'in', 'Western', 'Europe', 'do', 'not', 'belong', 'to', 'the', 'European', 'Union', '?']","['EUに加盟していない西ヨーロッパの国はどの国ですか', '？']"
4529,"Which country has average rainfall in depth, USA or Russia?",アメリカとロシア、どちらの平均降水深度がより高いのですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['B-GPE', 'O', 'O', 'O']","['Which', 'country', 'has', 'average', 'rainfall', 'in', 'depth', ',', 'USA', 'or', 'Russia', '?']","['アメリカとロシア', '、', 'どちらの平均降水深度がより高いのですか', '？']"
95,How many Oscars has Emma Stone won?,エマストーンは何回オスカー賞を受賞していますか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['O', 'O']","['How', 'many', 'Oscars', 'has', 'Emma', 'Stone', 'won', '?']","['エマストーンは何回オスカー賞を受賞していますか', '？']"
4879,How many Star Wars movies did Han Solo appear in?,ハン・ソロが出演したスターウォーズの映画はいくつありますか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O']","['B-PERSON', 'O', 'O', 'O']","['How', 'many', 'Star', 'Wars', 'movies', 'did', 'Han', 'Solo', 'appear', 'in', '?']","['ハン', '・', 'ソロが出演したスターウォーズの映画はいくつありますか', '？']"
321,How tall is the actor who played Captain Jack Sparrow?,ジャック・スパロウ船長を演じた俳優さんの身長は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['How', 'tall', 'is', 'the', 'actor', 'who', 'played', 'Captain', 'Jack', 'Sparrow', '?']","['ジャック', '・', 'スパロウ船長を演じた俳優さんの身長は', '？']"
6696,How many Democrat governors has Pennsylvania had since the year 2000?,2000年以降、ペンシルバニアには何人の民主党の知事がいましたか?,en,ja,"['O', 'O', 'B-NORP', 'O', 'O', 'B-GPE', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']","['B-DATE', 'I-DATE', 'O', 'O', 'O']","['How', 'many', 'Democrat', 'governors', 'has', 'Pennsylvania', 'had', 'since', 'the', 'year', '2000', '?']","['2000', '年以降', '、', 'ペンシルバニアには何人の民主党の知事がいましたか', '?']"
6382,How old is the director of Spider-Man Homecoming?,スパイダーマン・ホームカミングの監督は何歳？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['How', 'old', 'is', 'the', 'director', 'of', 'Spider', '-', 'Man', 'Homecoming', '?']","['スパイダーマン', '・', 'ホームカミングの監督は何歳', '？']"
5178,Who has won the most Academy Awards for acting?,俳優/女優として最もアカデミー賞を受賞したのは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['Who', 'has', 'won', 'the', 'most', 'Academy', 'Awards', 'for', 'acting', '?']","['俳優', '/', '女優として最もアカデミー賞を受賞したのは誰ですか', '？']"
3707,Who was the second president of Mexico?,メキシコの第2代大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'second', 'president', 'of', 'Mexico', '?']","['メキシコの第2代大統領は', '?']"
736,What is the third British Rolling Stones' studio album called?,イギリスのローリング・ストーンズの3枚目のスタジオアルバムは何か？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-NORP', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']","['B-GPE', 'B-ORG', 'I-ORG', 'O']","['What', 'is', 'the', 'third', 'British', 'Rolling', ""Stones'"", 'studio', 'album', 'called', '?']","['イギリスのローリング', '・', 'ストーンズの3枚目のスタジオアルバムは何か', '？']"
3667,Who was the second Roman emperor?,第2代ローマ皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'second', 'Roman', 'emperor', '?']","['第2代ローマ皇帝は', '?']"
2732,Who previously occupied the Senate seat now held by the current (2021) junior senator from New York?,現在（2021年）ニューヨーク州出身の年少の上院議員が獲得した議席を以前おさえていた上院議員は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O']","['Who', 'previously', 'occupied', 'the', 'Senate', 'seat', 'now', 'held', 'by', 'the', 'current', '(', '2021', ')', 'junior', 'senator', 'from', 'New', 'York', '?']","['現在', '（', '2021', '年', '）', 'ニューヨーク州出身の年少の上院議員が獲得した議席を以前おさえていた上院議員は誰ですか', '？']"
2126,What is the tallest building in the capital city of New York?,ニューヨーク州の州都にある最も高い建物は何？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['What', 'is', 'the', 'tallest', 'building', 'in', 'the', 'capital', 'city', 'of', 'New', 'York', '?']","['ニューヨーク州の州都にある最も高い建物は何', '？']"
5471,Which team won the 2020 Super Bowl?,2020年のスーパーボウルを勝ったチームはどこですか？,en,ja,"['O', 'O', 'O', 'O', 'B-DATE', 'B-EVENT', 'I-EVENT', 'O']","['B-DATE', 'O', 'O']","['Which', 'team', 'won', 'the', '2020', 'Super', 'Bowl', '?']","['2020', '年のスーパーボウルを勝ったチームはどこですか', '？']"
4077,Who's the oldest person to win an Academy Award?,アカデミー賞を受賞した最年長の人は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'O']","[""Who's"", 'the', 'oldest', 'person', 'to', 'win', 'an', 'Academy', 'Award', '?']","['アカデミー賞を受賞した最年長の人は', '?']"
3621,Who was the first president of the French Fifth Republic?,フランス第五共和政の最初の大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'president', 'of', 'the', 'French', 'Fifth', 'Republic', '?']","['フランス第五共和政の最初の大統領は', '?']"
1451,How many of Booth Tarkington's books won a Pulitzer Prize?,ピューリッツァー賞を受賞したブース・ターキントンの著書は何作ありますか?,en,ja,"['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['How', 'many', 'of', 'Booth', ""Tarkington's"", 'books', 'won', 'a', 'Pulitzer', 'Prize', '?']","['ピューリッツァー賞を受賞したブース', '・', 'ターキントンの著書は何作ありますか', '?']"
1487,Which book that takes place on Middle-earth is not part of the Lord of the Rings trilogy?,中つ国が舞台で、指輪物語3部作でないのはどの本ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['O', 'O', 'B-WORK_OF_ART', 'O']","['Which', 'book', 'that', 'takes', 'place', 'on', 'Middle', '-', 'earth', 'is', 'not', 'part', 'of', 'the', 'Lord', 'of', 'the', 'Rings', 'trilogy', '?']","['中つ国が舞台で', '、', '指輪物語3部作でないのはどの本ですか', '？']"
3262,How many countries were involved on allies side in WW I?,第二次世界大戦で、連合国軍側に関与していた国は何か国ありましたか?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O']","['B-EVENT', 'O', 'O', 'O']","['How', 'many', 'countries', 'were', 'involved', 'on', 'allies', 'side', 'in', 'WW', 'I', '?']","['第二次世界大戦で', '、', '連合国軍側に関与していた国は何か国ありましたか', '?']"
503,Was the Goonies filmed in Oregon?,グーニーズはオレゴン州で撮影されましたか?,en,ja,"['O', 'O', 'B-PERSON', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Was', 'the', 'Goonies', 'filmed', 'in', 'Oregon', '?']","['グーニーズはオレゴン州で撮影されましたか', '?']"
5920,Who is Mitch McConnell's Democratic Party challenger in the 2020 Kentucky Senate Elections?,ケンタッキー州上院議員選挙で民主党のミッチ・マッコーネルズ氏誰に挑戦しましたか？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-DATE', 'B-GPE', 'O', 'O', 'O']","['O', 'O', 'B-PERSON', 'O']","['Who', 'is', 'Mitch', ""McConnell's"", 'Democratic', 'Party', 'challenger', 'in', 'the', '2020', 'Kentucky', 'Senate', 'Elections', '?']","['ケンタッキー州上院議員選挙で民主党のミッチ', '・', 'マッコーネルズ氏誰に挑戦しましたか', '？']"
1421,"Which series has more books, A Song of Ice and Fire or the Wheel of Time?","""「氷と火」と「時の車輪」がどちら多くの本ですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Which', 'series', 'has', 'more', 'books', ',', 'A', 'Song', 'of', 'Ice', 'and', 'Fire', 'or', 'the', 'Wheel', 'of', 'Time', '?']","['""', '「', '氷と火', '」', 'と', '「', '時の車輪', '」', 'がどちら多くの本ですか', '？', '""']"
3753,Where was the highest ever recorded temperature in history?,史上、一番高い気温を記録したのはどこ？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-CARDINAL', 'O']","['Where', 'was', 'the', 'highest', 'ever', 'recorded', 'temperature', 'in', 'history', '?']","['史上', '、', '一番高い気温を記録したのはどこ', '？']"
3909,Was the Soviet Union an American ally during World War ll?,ソビエト連邦は第二次世界大戦中アメリカの同盟国でしたか？,en,ja,"['O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'B-NORP', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Was', 'the', 'Soviet', 'Union', 'an', 'American', 'ally', 'during', 'World', 'War', 'll', '?']","['ソビエト連邦は第二次世界大戦中アメリカの同盟国でしたか', '？']"
2024,How many countries in Europe are not in the European Union?,欧州連合に入っていないヨーロッパの国は何国ありますか?,en,ja,"['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O']","['How', 'many', 'countries', 'in', 'Europe', 'are', 'not', 'in', 'the', 'European', 'Union', '?']","['欧州連合に入っていないヨーロッパの国は何国ありますか', '?']"
1616,When did the first Lord of the Rings book come out?,『指輪物語』が一番最初に出版されたのはいつ？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['When', 'did', 'the', 'first', 'Lord', 'of', 'the', 'Rings', 'book', 'come', 'out', '?']","['『', '指輪物語', '』', 'が一番最初に出版されたのはいつ', '？']"
308,How many children does the lead actress in Atomic Blonde have?,アトミック・ブロンド映画の主演女優さんは何人のお子さんが居ますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['O', 'O', 'O', 'O']","['How', 'many', 'children', 'does', 'the', 'lead', 'actress', 'in', 'Atomic', 'Blonde', 'have', '?']","['アトミック', '・', 'ブロンド映画の主演女優さんは何人のお子さんが居ますか', '？']"
4995,Which male member of The Mamas and the Papas was not a member of The Mugwumps?,ママス&パパスの男性メンバーのうちThe Mugwumpsのメンバーでなかったのは誰でしょうか？,en,ja,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'B-ORG', 'O']","['Which', 'male', 'member', 'of', 'The', 'Mamas', 'and', 'the', 'Papas', 'was', 'not', 'a', 'member', 'of', 'The', 'Mugwumps', '?']","['ママス', '&', 'パパスの男性メンバーのうちThe', 'Mugwumpsのメンバーでなかったのは誰でしょうか', '？']"
37,Were Pixar's Soul and Onward released in the same year?,ピクサーのアニメ、ソウルフル・ワールドと2分の1の魔法は、同じ年に公開されましたか？,en,ja,"['O', 'B-ORG', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']","['B-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O']","['Were', ""Pixar's"", 'Soul', 'and', 'Onward', 'released', 'in', 'the', 'same', 'year', '?']","['ピクサーのアニメ', '、', 'ソウルフル', '・', 'ワールドと2分の1の魔法は', '、', '同じ年に公開されましたか', '？']"
468,Was there a sequel to The Devil Wears Prada?,プラダを着た悪魔の続編はありますか?,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O']","['Was', 'there', 'a', 'sequel', 'to', 'The', 'Devil', 'Wears', 'Prada', '?']","['プラダを着た悪魔の続編はありますか', '?']"
6022,What continent was the ancient Egypt civilization located on?,古代エジプト文明はどの大陸に位置していたのでしょうか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'continent', 'was', 'the', 'ancient', 'Egypt', 'civilization', 'located', 'on', '?']","['古代エジプト文明はどの大陸に位置していたのでしょうか', '？']"
1033,Which European nation has never participated in the Olympics?,オリンピックに参加したことがないヨーロッパの国はどこですか?,en,ja,"['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'O']","['O', 'O']","['Which', 'European', 'nation', 'has', 'never', 'participated', 'in', 'the', 'Olympics', '?']","['オリンピックに参加したことがないヨーロッパの国はどこですか', '?']"
2996,What is the second Legend of Zelda game released for Nintendo 64?,ニンテンドー64用に発売された2番目のゼルダの伝説ゲームは何ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['O', 'O']","['What', 'is', 'the', 'second', 'Legend', 'of', 'Zelda', 'game', 'released', 'for', 'Nintendo', '64', '?']","['ニンテンドー64用に発売された2番目のゼルダの伝説ゲームは何ですか', '？']"
